Date,Open,High,Low,Close,Adj Close,Volume
2021-03-24,39.494999,41.742500,29.655001,30.084999,30.084999,96711600
2021-03-25,30.872499,46.875000,29.225000,45.937500,45.937500,203849200
2021-03-26,49.419998,54.732498,40.814999,45.250000,45.250000,149722800
2021-03-29,45.187500,48.480000,43.377499,45.325001,45.325001,40168800
2021-03-30,46.875000,51.075001,45.500000,48.615002,48.615002,68379600
2021-03-31,49.375000,49.865002,46.777500,47.455002,47.455002,33575200
2021-04-01,48.340000,49.242500,45.900002,47.862499,47.862499,37337200
2021-04-05,42.750000,48.750000,41.202499,46.737499,46.737499,56282000
2021-04-06,46.302502,48.000000,45.889999,46.125000,46.125000,24873200
2021-04-07,45.805000,46.125000,44.027500,44.492500,44.492500,19073200
2021-04-08,46.470001,46.470001,41.075001,42.564999,42.564999,40189600
2021-04-09,42.424999,42.895000,38.250000,39.590000,39.590000,37849600
2021-04-12,39.527500,40.974998,33.752499,35.272499,35.272499,66734400
2021-04-13,35.470001,36.345001,33.000000,35.247501,35.247501,27227600
2021-04-14,35.892502,43.522499,35.750000,41.632500,41.632500,84552400
2021-04-15,40.750000,41.562500,38.200001,39.110001,39.110001,31427200
2021-04-16,39.000000,40.049999,37.812500,38.672501,38.672501,20858800
2021-04-19,42.950001,43.799999,40.582500,41.092499,41.092499,42080800
2021-04-20,41.035000,41.222500,38.340000,39.632500,39.632500,18634400
2021-04-21,39.599998,40.744999,38.980000,39.627499,39.627499,15251200
2021-04-22,39.775002,39.775002,36.715000,37.792500,37.792500,17383200
2021-04-23,37.250000,38.415001,36.174999,37.794998,37.794998,16116400
2021-04-26,37.744999,43.669998,37.189999,42.232498,42.232498,42128400
2021-04-27,45.887501,47.000000,43.292500,44.442501,44.442501,35730800
2021-04-28,43.025002,45.494999,41.507500,44.645000,44.645000,23155600
2021-04-29,44.139999,45.215000,42.687500,44.047501,44.047501,15041200
2021-04-30,43.750000,45.950001,43.174999,43.397499,43.397499,17734400
2021-05-03,44.372501,44.372501,39.902500,40.549999,40.549999,21044000
2021-05-04,39.750000,40.372501,37.950001,40.182499,40.182499,16030000
2021-05-05,40.457500,41.375000,39.582500,39.869999,39.869999,11221600
2021-05-06,40.215000,41.180000,38.900002,40.252499,40.252499,11771200
2021-05-07,40.027500,41.852501,39.375000,40.277500,40.277500,11738400
2021-05-10,40.327499,40.397499,35.750000,35.805000,35.805000,19226800
2021-05-11,34.250000,37.625000,34.125000,36.730000,36.730000,18738400
2021-05-12,36.424999,37.625000,35.557499,36.197498,36.197498,10926000
2021-05-13,36.860001,42.487499,36.607498,41.125000,41.125000,35494000
2021-05-14,40.000000,41.617500,39.055000,39.980000,39.980000,17174000
2021-05-17,39.962502,45.625000,39.750000,45.150002,45.150002,29848400
2021-05-18,43.634998,47.299999,42.067501,45.167500,45.167500,30954800
2021-05-19,42.997501,44.744999,41.037498,42.207500,42.207500,19303600
2021-05-20,42.697498,43.727501,41.724998,42.622501,42.622501,9912800
2021-05-21,42.750000,44.810001,42.582500,44.197498,44.197498,14618800
2021-05-24,43.962502,47.115002,43.337502,45.002499,45.002499,18657200
2021-05-25,45.250000,54.277500,45.250000,52.357498,52.357498,59550000
2021-05-26,57.250000,62.119999,56.387501,60.639999,60.639999,84479600
2021-05-27,57.450001,66.000000,56.750000,63.532501,63.532501,62105200
2021-05-28,65.742500,67.199997,55.357498,55.500000,55.500000,47005600
2021-06-01,58.369999,63.744999,56.767502,62.255001,62.255001,38502400
2021-06-02,62.220001,73.500000,61.075001,70.559998,70.559998,64076800
2021-06-03,66.427498,68.607498,60.529999,64.544998,64.544998,32000000
2021-06-04,64.004997,66.250000,61.442501,62.090000,62.090000,14550000
2021-06-07,64.500000,70.500000,63.799999,70.002502,70.002502,24206000
2021-06-08,73.000000,86.165001,70.250000,75.000000,75.000000,69756400
2021-06-09,75.779999,82.000000,72.877502,75.639999,75.639999,53717200
2021-06-10,70.500000,72.000000,52.750000,55.097500,55.097500,91920800
2021-06-11,55.587502,60.282501,51.532501,58.334999,58.334999,62323200
2021-06-14,59.125000,59.502499,54.799999,57.360001,57.360001,28530400
2021-06-15,56.590000,57.312500,52.000000,55.625000,55.625000,29207600
2021-06-16,53.810001,57.182499,52.250000,55.742500,55.742500,22259200
2021-06-17,56.000000,58.415001,55.369999,55.897499,55.897499,18434400
2021-06-18,55.044998,55.872501,53.250000,53.455002,53.455002,17281200
2021-06-21,54.237499,54.599998,49.250000,50.092499,50.092499,20480800
2021-06-22,54.432499,56.470001,52.292500,55.099998,55.099998,32800800
2021-06-23,55.362499,55.642502,53.529999,54.834999,54.834999,14220400
2021-06-24,55.290001,56.862499,52.900002,53.077499,53.077499,15453200
2021-06-25,53.500000,53.549999,49.625000,52.377499,52.377499,50770800
2021-06-28,52.812500,56.112499,52.549999,53.312500,53.312500,19517600
2021-06-29,53.397499,53.805000,52.002499,52.720001,52.720001,9920000
2021-06-30,52.422501,53.820000,51.735001,53.535000,53.535000,10158400
2021-07-01,53.349998,54.207500,50.500000,51.090000,51.090000,10968400
2021-07-02,51.200001,51.362499,49.125000,50.707500,50.707500,10396400
2021-07-06,51.000000,51.192501,48.427502,49.889999,49.889999,11072400
2021-07-07,49.000000,49.375000,44.389999,47.665001,47.665001,16958000
2021-07-08,44.957500,48.555000,44.875000,47.845001,47.845001,11430000
2021-07-09,47.720001,48.695000,46.687500,47.807499,47.807499,6331600
2021-07-12,47.855000,49.437500,46.855000,47.312500,47.312500,6545200
2021-07-13,46.919998,47.197498,44.750000,45.014999,45.014999,9591600
2021-07-14,45.122501,45.595001,41.267502,41.904999,41.904999,15655200
2021-07-15,40.000000,42.997501,39.502499,41.705002,41.705002,17194400
2021-07-16,42.537498,44.867500,41.575001,42.259998,42.259998,13151600
2021-07-19,40.825001,44.000000,40.305000,43.372501,43.372501,9747600
2021-07-20,43.474998,48.410000,43.105000,47.794998,47.794998,12404400
2021-07-21,46.947498,48.877499,45.527500,46.452499,46.452499,8916800
2021-07-22,46.325001,46.922501,44.037498,44.712502,44.712502,5652000
2021-07-23,45.250000,45.400002,43.459999,45.090000,45.090000,5264800
2021-07-26,45.090000,46.509998,44.689999,45.985001,45.985001,5042400
2021-07-27,45.750000,46.250000,44.165001,44.634998,44.634998,4859200
2021-07-28,43.930000,44.279999,41.067501,42.279999,42.279999,16403200
2021-07-29,42.650002,43.472500,41.127499,41.215000,41.215000,8960000
2021-07-30,41.250000,41.805000,39.717499,40.279999,40.279999,9508400
2021-08-02,40.500000,40.897499,38.764999,39.412498,39.412498,10131600
2021-08-03,39.185001,39.722500,37.049999,38.187500,38.187500,57802400
2021-08-04,38.182499,39.447498,36.422501,36.700001,36.700001,9574000
2021-08-05,37.000000,39.400002,36.305000,38.360001,38.360001,9648400
2021-08-06,38.647499,39.125000,37.577499,37.942501,37.942501,5410800
2021-08-09,37.950001,41.177502,37.665001,40.282501,40.282501,8996800
2021-08-10,40.340000,41.724998,38.837502,39.762501,39.762501,6493200
2021-08-11,39.607498,39.762501,38.654999,39.695000,39.695000,3781600
2021-08-12,39.970001,41.070000,39.332500,40.587502,40.587502,5271200
2021-08-13,40.117500,40.887501,39.352501,40.630001,40.630001,4059200
2021-08-16,40.250000,42.470001,39.790001,40.982498,40.982498,6290400
2021-08-17,40.297501,42.369999,40.275002,40.887501,40.887501,4863600
2021-08-18,40.812500,41.400002,39.187500,39.262501,39.262501,5647200
2021-08-19,39.192501,39.497501,37.695000,38.224998,38.224998,4786000
2021-08-20,38.450001,40.022499,38.310001,39.825001,39.825001,4619600
2021-08-23,40.595001,41.822498,39.887501,41.222500,41.222500,5372000
2021-08-24,41.572498,56.250000,41.287498,52.572498,52.572498,58608800
2021-08-25,51.662498,56.750000,48.250000,49.912498,49.912498,51444400
2021-08-26,50.169998,54.250000,49.750000,51.305000,51.305000,24954400
2021-08-27,51.924999,53.250000,50.005001,51.237499,51.237499,12923200
2021-08-30,51.250000,54.547501,50.755001,52.299999,52.299999,13238400
2021-08-31,53.174999,55.575001,52.865002,54.560001,54.560001,14298800
2021-09-01,56.000000,57.860001,52.005001,53.242500,53.242500,17815200
2021-09-02,53.465000,53.700001,51.575001,53.380001,53.380001,7408000
2021-09-03,53.012501,54.067501,49.709999,50.687500,50.687500,10634400
2021-09-07,51.562500,52.474998,49.025002,49.750000,49.750000,9985200
2021-09-08,50.465000,51.720001,47.669998,49.700001,49.700001,20694400
2021-09-09,45.022499,50.500000,44.500000,49.794998,49.794998,30046000
2021-09-10,49.602501,50.540001,47.500000,47.602501,47.602501,12170400
2021-09-13,48.437500,52.220001,47.875000,50.849998,50.849998,17336400
2021-09-14,50.162498,51.154999,48.750000,49.810001,49.810001,8566400
2021-09-15,49.250000,51.217499,48.437500,51.130001,51.130001,9241600
2021-09-16,50.582500,54.137501,50.287498,51.592499,51.592499,12232800
2021-09-17,52.005001,53.122501,50.195000,51.242500,51.242500,15783600
2021-09-20,50.000000,50.712502,46.137501,48.049999,48.049999,15767200
2021-09-21,49.840000,49.840000,46.500000,47.487499,47.487499,10535200
2021-09-22,47.410000,48.375000,46.572498,47.535000,47.535000,9026400
2021-09-23,48.082500,48.937500,47.650002,47.810001,47.810001,6729200
2021-09-24,47.750000,47.930000,46.027500,46.290001,46.290001,6743200
2021-09-27,46.480000,48.012501,46.467499,47.369999,47.369999,5880400
2021-09-28,47.000000,47.702499,44.500000,44.650002,44.650002,7082000
2021-09-29,45.022499,46.119999,43.652500,43.980000,43.980000,7599600
2021-09-30,43.750000,46.362499,41.697498,43.867500,43.867500,12682800
2021-10-01,44.849998,44.872501,43.062500,44.227501,44.227501,6204400
2021-10-04,43.987499,44.237499,42.692501,42.840000,42.840000,4782800
2021-10-05,42.797501,43.292500,41.674999,43.044998,43.044998,5263600
2021-10-06,42.514999,43.240002,41.452499,42.767502,42.767502,4801200
2021-10-07,43.000000,43.799999,42.634998,43.029999,43.029999,4637200
2021-10-08,43.125000,43.930000,42.779999,43.169998,43.169998,3272800
2021-10-11,43.250000,47.122501,43.250000,44.525002,44.525002,10739600
2021-10-12,45.125000,45.445000,43.450001,43.955002,43.955002,4934800
2021-10-13,44.575001,47.052502,44.000000,46.014999,46.014999,7711600
2021-10-14,45.939999,47.549999,45.650002,45.957500,45.957500,6695600
2021-10-15,46.000000,46.744999,45.220001,45.820000,45.820000,4800000
2021-10-18,45.735001,47.467499,45.637501,46.505001,46.505001,6358400
2021-10-19,47.247501,48.044998,46.099998,46.697498,46.697498,8282400
2021-10-20,46.582500,47.000000,45.494999,46.130001,46.130001,9107600
2021-10-21,46.177502,47.674999,45.150002,45.427502,45.427502,9609600
2021-10-22,44.525002,44.872501,41.950001,42.450001,42.450001,11201600
2021-10-25,42.355000,43.700001,41.814999,43.492500,43.492500,5771200
2021-10-26,43.340000,46.250000,43.125000,44.459999,44.459999,8706800
2021-10-27,45.000000,45.772499,43.082500,43.377499,43.377499,4428000
2021-10-28,43.790001,45.785000,43.750000,45.712502,45.712502,6784800
2021-10-29,45.702499,46.437500,44.500000,45.877499,45.877499,9176000
2021-11-01,45.632500,52.142502,45.512501,50.022499,50.022499,19776800
2021-11-02,49.837502,52.985001,47.922501,51.747501,51.747501,15529200
2021-11-03,53.500000,63.922501,52.062500,54.582500,54.582500,45062400
2021-11-04,55.500000,57.242500,52.887501,54.459999,54.459999,11632000
2021-11-05,55.160000,55.250000,52.252499,53.312500,53.312500,7242800
2021-11-08,53.125000,56.259998,53.002499,54.660000,54.660000,8631600
2021-11-09,55.500000,55.872501,51.110001,51.650002,51.650002,7381200
2021-11-10,50.529999,51.847500,49.125000,49.797501,49.797501,5237600
2021-11-11,50.000000,52.022499,49.537498,51.080002,51.080002,4317600
2021-11-12,50.535000,51.340000,49.470001,50.525002,50.525002,3712000
2021-11-15,50.965000,52.875000,50.422501,52.285000,52.285000,5865600
2021-11-16,52.255001,53.142502,50.907501,51.794998,51.794998,4858400
2021-11-17,51.575001,54.424999,51.500000,52.500000,52.500000,5410800
2021-11-18,52.562500,53.785000,51.875000,52.529999,52.529999,4017600
2021-11-19,52.285000,57.347500,52.062500,57.200001,57.200001,12136800
2021-11-22,57.615002,62.410000,57.437500,61.887501,61.887501,17485600
2021-11-23,60.959999,63.049999,53.139999,53.474998,53.474998,13380800
2021-11-24,54.312500,55.997501,52.000000,52.945000,52.945000,5237600
2021-11-26,52.020000,52.932499,49.799999,49.930000,49.930000,4941200
2021-11-29,51.000000,51.977501,50.235001,50.502499,50.502499,4435200
2021-11-30,50.025002,50.987499,47.000000,49.052502,49.052502,6895600
2021-12-01,49.849998,50.027500,44.252499,44.959999,44.959999,9406000
2021-12-02,46.250000,46.857498,43.267502,45.389999,45.389999,8348400
2021-12-03,45.250000,45.982498,39.762501,43.097500,43.097500,16386800
2021-12-06,41.500000,43.334999,40.799999,41.779999,41.779999,8914400
2021-12-07,43.794998,45.494999,42.627499,44.452499,44.452499,7889600
2021-12-08,44.150002,45.062500,42.990002,43.412498,43.412498,10444800
2021-12-09,41.750000,43.172501,37.750000,38.939999,38.939999,20337200
2021-12-10,39.957500,40.575001,37.000000,39.752499,39.752499,18107600
2021-12-13,40.082500,40.222500,33.767502,34.220001,34.220001,21944800
2021-12-14,32.750000,37.592499,32.375000,36.922501,36.922501,26048400
2021-12-15,36.865002,38.000000,35.279999,37.147499,37.147499,11064000
2021-12-16,38.232498,38.610001,35.532501,36.147499,36.147499,8659200
2021-12-17,35.937500,39.642502,34.832500,38.910000,38.910000,17226800
2021-12-20,38.297501,39.919998,37.424999,39.285000,39.285000,7314400
2021-12-21,39.264999,40.062500,38.785000,39.529999,39.529999,5720800
2021-12-22,39.582500,39.787498,38.029999,38.500000,38.500000,4188800
2021-12-23,38.500000,38.750000,36.505001,38.035000,38.035000,4222000
2021-12-27,38.000000,38.154999,35.000000,37.077499,37.077499,6454400
2021-12-28,36.875000,39.352501,36.602501,36.615002,36.615002,5324400
2021-12-29,36.962502,38.872501,35.535000,38.482498,38.482498,8149600
2021-12-30,37.750000,40.000000,37.500000,38.832500,38.832500,6247600
